Номер отсчёта;Время, с;Напряжение 2_19.06_lmax-1, В
7488;49,78;0,0296
7489;49,8;0,0296
7490;49,82;0,0296
7491;49,84;0,0292
7492;49,86;0,0296
7493;49,88;0,0296
7494;49,9;0,0296
7495;49,92;0,0304
7496;49,94;0,0304
7497;49,96;0,0296
7498;49,98;0,0304
7499;50;0,0288
7500;50,02;0,0292
7501;50,04;0,0296
7502;50,06;0,0296
7503;50,08;0,0292
7504;50,1;0,0296
7505;50,12;0,0296
7506;50,14;0,0292
7507;50,16;0,0292
7508;50,18;0,0292
7509;50,2;0,0292
7510;50,22;0,0296
7511;50,24;0,0296
7512;50,26;0,0292
7513;50,28;0,0296
7514;50,3;0,0304
7515;50,32;0,0296
7516;50,34;0,0304
7517;50,36;0,0304
7518;50,38;0,0304
7519;50,4;0,0292
7520;50,42;0,0288
7521;50,44;0,0288
7522;50,46;0,028
7523;50,48;0,0288
7524;50,5;0,0288
7525;50,52;0,0296
7526;50,54;0,0304
7527;50,56;0,0292
7528;50,58;0,0292
7529;50,6;0,0296
7530;50,62;0,0304
7531;50,64;0,0304
7532;50,66;0,0296
7533;50,68;0,0296
7534;50,7;0,0304
7535;50,72;0,0296
7536;50,74;0,0304
7537;50,76;0,0296
7538;50,78;0,0304
7539;50,8;0,0292
7540;50,82;0,0292
7541;50,84;0,0292
7542;50,86;0,0296
7543;50,88;0,0292
7544;50,9;0,0292
7545;50,92;0,0292
7546;50,94;0,0296
7547;50,96;0,0296
7548;50,98;0,0296
7549;51;0,0296
7550;51,02;0,0296
7551;51,04;0,0296
7552;51,06;0,0292
7553;51,08;0,0288
7554;51,1;0,028
7555;51,12;0,0292
7556;51,14;0,0296
7557;51,16;0,0292
7558;51,18;0,0292
7559;51,2;0,0292
7560;51,22;0,028
7561;51,24;0,0288
7562;51,26;0,0292
7563;51,28;0,0292
7564;51,3;0,0292
7565;51,32;0,0296
7566;51,34;0,0292
7567;51,36;0,0292
7568;51,38;0,0288
7569;51,4;0,0292
7570;51,42;0,0288
7571;51,44;0,0296
7572;51,46;0,0296
7573;51,48;0,0292
7574;51,5;0,0296
7575;51,52;0,0296
7576;51,54;0,0288
7577;51,56;0,0292
7578;51,58;0,0292
7579;51,6;0,0292
7580;51,62;0,0292
7581;51,64;0,0292
7582;51,66;0,0296
7583;51,68;0,0292
7584;51,7;0,0292
7585;51,72;0,0304
7586;51,74;0,0296
7587;51,76;0,0292
7588;51,78;0,0308
7589;51,8;0,0292
7590;51,82;0,0296
7591;51,84;0,0304
7592;51,86;0,0304
7593;51,88;0,0296
7594;51,9;0,0292
7595;51,92;0,0292
7596;51,94;0,0296
7597;51,96;0,0288
7598;51,98;0,0296
7599;52;0,0292
7600;52,02;0,0292
7601;52,04;0,0292
7602;52,06;0,0292
7603;52,08;0,0292
7604;52,1;0,0296
7605;52,12;0,0296
7606;52,14;0,0296
7607;52,16;0,0292
7608;52,18;0,0292
7609;52,2;0,0292
7610;52,22;0,0296
7611;52,24;0,0296
7612;52,26;0,0292
7613;52,28;0,0292
7614;52,3;0,0292
7615;52,32;0,0288
7616;52,34;0,0296
7617;52,36;0,0288
7618;52,38;0,0296
7619;52,4;0,0296
7620;52,42;0,0288
7621;52,44;0,0292
7622;52,46;0,0288
7623;52,48;0,0288
7624;52,5;0,0288
7625;52,52;0,0288
7626;52,54;0,0292
7627;52,56;0,0288
7628;52,58;0,0288
7629;52,6;0,0292
7630;52,62;0,0292
7631;52,64;0,0288
7632;52,66;0,0292
7633;52,68;0,0292
7634;52,7;0,0292
7635;52,72;0,0288
7636;52,74;0,0296
7637;52,76;0,0288
7638;52,78;0,0288
7639;52,8;0,0292
7640;52,82;0,0288
7641;52,84;0,0288
7642;52,86;0,0292
7643;52,88;0,0288
7644;52,9;0,0288
7645;52,92;0,0292
7646;52,94;0,0288
7647;52,96;0,0296
7648;52,98;0,0288
7649;53;0,0288
7650;53,02;0,0296
7651;53,04;0,0288
7652;53,06;0,028
7653;53,08;0,0292
7654;53,1;0,0292
7655;53,12;0,028
7656;53,14;0,028
7657;53,16;0,0288
7658;53,18;0,028
7659;53,2;0,0276
7660;53,22;0,0292
7661;53,24;0,0288
7662;53,26;0,0296
7663;53,28;0,0296
7664;53,3;0,0292
7665;53,32;0,0296
7666;53,34;0,0292
7667;53,36;0,0292
7668;53,38;0,0292
7669;53,4;0,0292
7670;53,42;0,0292
7671;53,44;0,0296
7672;53,46;0,0288
7673;53,48;0,0292
7674;53,5;0,0292
7675;53,52;0,0292
7676;53,54;0,0292
7677;53,56;0,0288
7678;53,58;0,0292
7679;53,6;0,0292
7680;53,62;0,0288
7681;53,64;0,0292
7682;53,66;0,0288
7683;53,68;0,0288
7684;53,7;0,0288
7685;53,72;0,0288
7686;53,74;0,0288
7687;53,76;0,0288
7688;53,78;0,0292
7689;53,8;0,0288
7690;53,82;0,0288
7691;53,84;0,0288
7692;53,86;0,0288
7693;53,88;0,0288
7694;53,9;0,0288
7695;53,92;0,0276
7696;53,94;0,0288
7697;53,96;0,0288
7698;53,98;0,0288
7699;54;0,0288
7700;54,02;0,0288
7701;54,04;0,0292
7702;54,06;0,0292
7703;54,08;0,0288
7704;54,1;0,0292
7705;54,12;0,0288
7706;54,14;0,028
7707;54,16;0,0292
7708;54,18;0,0292
7709;54,2;0,0292
7710;54,22;0,0288
7711;54,24;0,0292
7712;54,26;0,0296
7713;54,28;0,0292
7714;54,3;0,0296
7715;54,32;0,0304
7716;54,34;0,0296
7717;54,36;0,0292
7718;54,38;0,0296
7719;54,4;0,0292
7720;54,42;0,0292
7721;54,44;0,0288
7722;54,46;0,0292
7723;54,48;0,0292
7724;54,5;0,0296
7725;54,52;0,0292
7726;54,54;0,0296
7727;54,56;0,0296
7728;54,58;0,0296
7729;54,6;0,0292
7730;54,62;0,0304
7731;54,64;0,0296
7732;54,66;0,0292
7733;54,68;0,0292
7734;54,7;0,0292
7735;54,72;0,0292
7736;54,74;0,0292
7737;54,76;0,0288
7738;54,78;0,0292
7739;54,8;0,028
7740;54,82;0,0288
7741;54,84;0,0288
7742;54,86;0,0288
7743;54,88;0,0288
7744;54,9;0,028
7745;54,92;0,0292
7746;54,94;0,0296
7747;54,96;0,0292
7748;54,98;0,0292
7749;55;0,0292
7750;55,02;0,0296
7751;55,04;0,0292
7752;55,06;0,0288
7753;55,08;0,0288
7754;55,1;0,0288
7755;55,12;0,0292
7756;55,14;0,0292
7757;55,16;0,0288
7758;55,18;0,0296
7759;55,2;0,0296
7760;55,22;0,0292
7761;55,24;0,0292
7762;55,26;0,0296
7763;55,28;0,0292
7764;55,3;0,0296
7765;55,32;0,0296
7766;55,34;0,0296
7767;55,36;0,0296
7768;55,38;0,0304
7769;55,4;0,0304
7770;55,42;0,0296
7771;55,44;0,0296
7772;55,46;0,0296
7773;55,48;0,0292
7774;55,5;0,0304
7775;55,52;0,0304
7776;55,54;0,0296
7777;55,56;0,0304
7778;55,58;0,0304
7779;55,6;0,0296
7780;55,62;0,0296
7781;55,64;0,0304
7782;55,66;0,0296
7783;55,68;0,0296
7784;55,7;0,0308
7785;55,72;0,0296
7786;55,74;0,0296
7787;55,76;0,0296
7788;55,78;0,0296
7789;55,8;0,0304
7790;55,82;0,0304
7791;55,84;0,0296
7792;55,86;0,0304
7793;55,88;0,0296
7794;55,9;0,0304
7795;55,92;0,0304
7796;55,94;0,0304
7797;55,96;0,0304
7798;55,98;0,0296
7799;56;0,0304
7800;56,02;0,028
7801;56,04;0,0292
7802;56,06;0,0292
7803;56,08;0,0304
7804;56,1;0,0296
7805;56,12;0,0296
7806;56,14;0,0296
7807;56,16;0,0296
7808;56,18;0,0304
7809;56,2;0,0296
7810;56,22;0,0296
7811;56,24;0,0304
7812;56,26;0,0296
7813;56,28;0,0304
7814;56,3;0,0296
7815;56,32;0,0296
7816;56,34;0,0296
7817;56,36;0,0304
7818;56,38;0,0288
7819;56,4;0,0292
7820;56,42;0,0292
7821;56,44;0,0304
7822;56,46;0,0288
7823;56,48;0,0296
7824;56,5;0,0292
7825;56,52;0,0296
7826;56,54;0,0288
7827;56,56;0,0288
7828;56,58;0,0292
7829;56,6;0,0296
7830;56,62;0,0304
7831;56,64;0,0296
7832;56,66;0,0296
7833;56,68;0,0292
7834;56,7;0,0292
7835;56,72;0,0288
7836;56,74;0,0296
7837;56,76;0,0296
7838;56,78;0,0288
7839;56,8;0,0292
7840;56,82;0,0296
7841;56,84;0,0292
7842;56,86;0,0296
7843;56,88;0,0296
7844;56,9;0,0296
7845;56,92;0,0296
7846;56,94;0,0288
7847;56,96;0,028
7848;56,98;0,028
7849;57;0,0296
7850;57,02;0,0304
7851;57,04;0,0308
7852;57,06;0,0304
7853;57,08;0,0308
7854;57,1;0,0304
7855;57,12;0,0308
7856;57,14;0,0304
7857;57,16;0,0304
7858;57,18;0,0304
7859;57,2;0,0304
7860;57,22;0,0304
7861;57,24;0,0296
7862;57,26;0,0296
7863;57,28;0,0308
7864;57,3;0,0304
7865;57,32;0,0296
7866;57,34;0,0304
7867;57,36;0,0296
7868;57,38;0,0292
7869;57,4;0,0288
7870;57,42;0,028
7871;57,44;0,028
7872;57,46;0,0296
7873;57,48;0,0292
7874;57,5;0,0292
7875;57,52;0,0288
7876;57,54;0,0296
7877;57,56;0,0292
7878;57,58;0,0304
7879;57,6;0,0296
7880;57,62;0,0304
7881;57,64;0,0304
7882;57,66;0,0304
7883;57,68;0,0304
7884;57,7;0,0292
7885;57,72;0,0296
7886;57,74;0,0292
7887;57,76;0,0292
7888;57,78;0,0292
7889;57,8;0,0296
7890;57,82;0,0292
7891;57,84;0,0296
7892;57,86;0,0292
7893;57,88;0,0296
7894;57,9;0,0296
7895;57,92;0,0296
7896;57,94;0,0296
7897;57,96;0,0308
7898;57,98;0,0296
7899;58;0,0292
7900;58,02;0,0304
7901;58,04;0,0304
7902;58,06;0,0308
7903;58,08;0,0312
7904;58,1;0,0308
7905;58,12;0,0308
7906;58,14;0,0304
7907;58,16;0,0312
7908;58,18;0,0308
7909;58,2;0,0304
7910;58,22;0,0296
7911;58,24;0,0308
7912;58,26;0,0308
7913;58,28;0,0308
7914;58,3;0,0296
7915;58,32;0,0308
7916;58,34;0,0304
7917;58,36;0,0308
7918;58,38;0,0296
7919;58,4;0,0304
7920;58,42;0,0308
7921;58,44;0,0304
7922;58,46;0,0308
7923;58,48;0,0308
7924;58,5;0,0312
7925;58,52;0,0304
7926;58,54;0,0304
7927;58,56;0,0304
7928;58,58;0,0296
7929;58,6;0,0304
7930;58,62;0,0304
7931;58,64;0,0296
7932;58,66;0,0304
7933;58,68;0,0308
7934;58,7;0,0292
7935;58,72;0,0292
7936;58,74;0,0296
7937;58,76;0,0296
7938;58,78;0,0288
7939;58,8;0,0288
7940;58,82;0,0296
7941;58,84;0,0296
7942;58,86;0,0304
7943;58,88;0,0304
7944;58,9;0,0304
7945;58,92;0,0296
7946;58,94;0,0304
7947;58,96;0,0296
7948;58,98;0,0304
7949;59;0,0292
7950;59,02;0,0292
7951;59,04;0,0304
7952;59,06;0,0304
7953;59,08;0,0308
7954;59,1;0,0296
7955;59,12;0,0304
7956;59,14;0,0292
7957;59,16;0,0292
7958;59,18;0,0296
7959;59,2;0,0292
7960;59,22;0,0292
7961;59,24;0,0292
7962;59,26;0,0296
7963;59,28;0,0296
7964;59,3;0,0304
7965;59,32;0,0308
7966;59,34;0,0304
7967;59,36;0,0308
7968;59,38;0,0308
7969;59,4;0,0304
7970;59,42;0,0308
7971;59,44;0,0308
7972;59,46;0,0308
7973;59,48;0,0308
7974;59,5;0,0304
7975;59,52;0,0304
7976;59,54;0,0308
7977;59,56;0,0308
7978;59,58;0,0304
7979;59,6;0,0308
7980;59,62;0,0304
7981;59,64;0,0312
7982;59,66;0,0308
7983;59,68;0,0304
7984;59,7;0,0304
7985;59,72;0,0304
7986;59,74;0,0308
7987;59,76;0,0304
7988;59,78;0,0308
7989;59,8;0,0308
7990;59,82;0,0308
7991;59,84;0,0296
7992;59,86;0,0304
7993;59,88;0,0304
7994;59,9;0,0308
7995;59,92;0,0304
7996;59,94;0,0308
7997;59,96;0,0308
7998;59,98;0,0304
7999;60;0,0304
8000;60,02;0,0296
8001;60,04;0,0296
8002;60,06;0,0308
8003;60,08;0,0304
8004;60,1;0,0304
8005;60,12;0,0304
8006;60,14;0,0296
8007;60,16;0,0304
8008;60,18;0,0304
8009;60,2;0,0296
8010;60,22;0,0296
8011;60,24;0,0304
8012;60,26;0,0296
8013;60,28;0,0304
8014;60,3;0,0304
8015;60,32;0,0292
8016;60,34;0,0304
8017;60,36;0,0296
8018;60,38;0,0296
8019;60,4;0,0304
8020;60,42;0,0304
8021;60,44;0,0296
8022;60,46;0,0304
8023;60,48;0,0296
8024;60,5;0,0304
8025;60,52;0,0296
8026;60,54;0,0304
8027;60,56;0,0296
8028;60,58;0,0292
8029;60,6;0,0304
8030;60,62;0,0292
8031;60,64;0,0304
8032;60,66;0,0304
8033;60,68;0,0304
8034;60,7;0,0304
8035;60,72;0,0304
8036;60,74;0,0304
8037;60,76;0,0304
8038;60,78;0,0296
8039;60,8;0,0304
8040;60,82;0,0296
8041;60,84;0,0296
8042;60,86;0,0304
8043;60,88;0,0304
8044;60,9;0,0304
8045;60,92;0,0308
8046;60,94;0,0296
8047;60,96;0,0304
8048;60,98;0,0296
8049;61;0,0304
8050;61,02;0,0304
8051;61,04;0,0304
8052;61,06;0,0304
8053;61,08;0,0304
8054;61,1;0,0296
8055;61,12;0,0296
8056;61,14;0,0304
8057;61,16;0,0308
8058;61,18;0,0304
8059;61,2;0,0296
8060;61,22;0,0308
8061;61,24;0,0296
8062;61,26;0,0304
8063;61,28;0,0308
8064;61,3;0,0304
8065;61,32;0,0308
8066;61,34;0,0304
8067;61,36;0,0304
8068;61,38;0,0308
8069;61,4;0,0296
8070;61,42;0,0304
8071;61,44;0,0308
8072;61,46;0,0304
8073;61,48;0,0312
8074;61,5;0,0308
8075;61,52;0,0312
8076;61,54;0,0304
8077;61,56;0,0312
8078;61,58;0,0308
8079;61,6;0,0308
8080;61,62;0,0308
8081;61,64;0,0296
8082;61,66;0,0312
8083;61,68;0,0308
8084;61,7;0,0308
8085;61,72;0,0312
8086;61,74;0,0308
8087;61,76;0,0308
8088;61,78;0,0304
8089;61,8;0,0312
8090;61,82;0,0312
8091;61,84;0,032
8092;61,86;0,0312
8093;61,88;0,0308
8094;61,9;0,0312
8095;61,92;0,0312
8096;61,94;0,032
8097;61,96;0,0312
8098;61,98;0,0312
8099;62;0,0308
8100;62,02;0,0312
8101;62,04;0,0308
8102;62,06;0,0312
8103;62,08;0,0312
8104;62,1;0,0312
8105;62,12;0,0304
8106;62,14;0,0308
8107;62,16;0,0308
8108;62,18;0,0304
8109;62,2;0,0308
8110;62,22;0,0308
8111;62,24;0,0308
8112;62,26;0,0308
8113;62,28;0,0308
8114;62,3;0,0312
8115;62,32;0,0308
8116;62,34;0,0308
8117;62,36;0,0312
8118;62,38;0,0312
8119;62,4;0,032
8120;62,42;0,0312
8121;62,44;0,0308
8122;62,46;0,0304
8123;62,48;0,0304
8124;62,5;0,0304
8125;62,52;0,0308
8126;62,54;0,0304
8127;62,56;0,0308
8128;62,58;0,0308
8129;62,6;0,0308
8130;62,62;0,0312
8131;62,64;0,0312
8132;62,66;0,0308
8133;62,68;0,032
8134;62,7;0,0312
8135;62,72;0,0308
8136;62,74;0,0308
8137;62,76;0,0312
8138;62,78;0,0312
8139;62,8;0,0312
8140;62,82;0,032
8141;62,84;0,0312
8142;62,86;0,0312
8143;62,88;0,0308
8144;62,9;0,032
8145;62,92;0,0304
8146;62,94;0,0308
8147;62,96;0,0308
8148;62,98;0,0308
8149;63;0,0308
8150;63,02;0,032
8151;63,04;0,0308
8152;63,06;0,032
8153;63,08;0,032
8154;63,1;0,032
8155;63,12;0,0312
8156;63,14;0,0312
8157;63,16;0,0312
8158;63,18;0,0308
8159;63,2;0,0312
8160;63,22;0,0312
8161;63,24;0,0312
8162;63,26;0,0324
8163;63,28;0,032
8164;63,3;0,032
8165;63,32;0,0312
8166;63,34;0,0324
8167;63,36;0,032
8168;63,38;0,032
8169;63,4;0,032
8170;63,42;0,032
8171;63,44;0,0308
8172;63,46;0,0304
8173;63,48;0,0304
8174;63,5;0,0312
8175;63,52;0,0312
8176;63,54;0,0312
8177;63,56;0,0312
8178;63,58;0,0308
8179;63,6;0,032
8180;63,62;0,032
8181;63,64;0,032
8182;63,66;0,032
8183;63,68;0,0312
8184;63,7;0,032
8185;63,72;0,032
8186;63,74;0,032
8187;63,76;0,0312
8188;63,78;0,0304
8189;63,8;0,0308
8190;63,82;0,0304
8191;63,84;0,0304
8192;63,86;0,0304
8193;63,88;0,0308
8194;63,9;0,0308
8195;63,92;0,0312
8196;63,94;0,0324
8197;63,96;0,0308
8198;63,98;0,0312
8199;64;0,0324
8200;64,02;0,032
8201;64,04;0,0312
8202;64,06;0,032
8203;64,08;0,032
8204;64,1;0,0312
8205;64,12;0,0304
8206;64,14;0,0304
8207;64,16;0,0308
8208;64,18;0,0308
8209;64,2;0,0312
8210;64,22;0,0312
8211;64,24;0,0312
8212;64,26;0,0308
8213;64,28;0,032
8214;64,3;0,0304
8215;64,32;0,0312
8216;64,34;0,0292
8217;64,36;0,0304
8218;64,38;0,0296
8219;64,4;0,0304
8220;64,42;0,0312
8221;64,44;0,0312
8222;64,46;0,0308
8223;64,48;0,0312
8224;64,5;0,0304
8225;64,52;0,0308
8226;64,54;0,0312
8227;64,56;0,032
8228;64,58;0,0308
8229;64,6;0,0308
8230;64,62;0,0308
8231;64,64;0,0308
8232;64,66;0,0304
8233;64,68;0,0312
8234;64,7;0,0304
8235;64,72;0,0312
8236;64,74;0,0324
8237;64,76;0,0312
8238;64,78;0,0312
8239;64,8;0,032
8240;64,82;0,032
8241;64,84;0,032
8242;64,86;0,032
8243;64,88;0,032
8244;64,9;0,032
8245;64,92;0,0292
8246;64,94;0,0312
8247;64,96;0,0312
8248;64,98;0,0308
8249;65;0,0308
8250;65,02;0,0312
8251;65,04;0,0312
8252;65,06;0,0312
8253;65,08;0,0312
8254;65,1;0,0312
8255;65,12;0,0312
8256;65,14;0,0312
8257;65,16;0,0312
8258;65,18;0,032
8259;65,2;0,0308
8260;65,22;0,032
8261;65,24;0,032
8262;65,26;0,0308
8263;65,28;0,0288
8264;65,3;0,0296
8265;65,32;0,0296
8266;65,34;0,0304
8267;65,36;0,032
8268;65,38;0,0312
8269;65,4;0,0324
8270;65,42;0,0308
8271;65,44;0,0312
8272;65,46;0,0312
8273;65,48;0,0312
8274;65,5;0,032
8275;65,52;0,032
8276;65,54;0,032
8277;65,56;0,0312
8278;65,58;0,0312
8279;65,6;0,0312
8280;65,62;0,0308
8281;65,64;0,0312
8282;65,66;0,0312
8283;65,68;0,0312
8284;65,7;0,0312
8285;65,72;0,0336
8286;65,74;0,032
8287;65,76;0,032
8288;65,78;0,0312
8289;65,8;0,0312
8290;65,82;0,0312
8291;65,84;0,032
8292;65,86;0,0312
8293;65,88;0,032
8294;65,9;0,0312
8295;65,92;0,0312
8296;65,94;0,0312
8297;65,96;0,0312
8298;65,98;0,0312
8299;66;0,0308
8300;66,02;0,0308
8301;66,04;0,0308
8302;66,06;0,0308
8303;66,08;0,0308
8304;66,1;0,0312
8305;66,12;0,0312
8306;66,14;0,0312
8307;66,16;0,0312
8308;66,18;0,0296
8309;66,2;0,0308
8310;66,22;0,0288
8311;66,24;0,0304
8312;66,26;0,0304
8313;66,28;0,0304
8314;66,3;0,0308
8315;66,32;0,0308
8316;66,34;0,0308
8317;66,36;0,0308
8318;66,38;0,0308
8319;66,4;0,0312
8320;66,42;0,0308
8321;66,44;0,0312
8322;66,46;0,028
8323;66,48;0,0312
8324;66,5;0,0308
8325;66,52;0,0308
8326;66,54;0,0308
8327;66,56;0,0312
8328;66,58;0,0308
8329;66,6;0,0308
8330;66,62;0,0296
8331;66,64;0,0272
8332;66,66;0,0288
8333;66,68;0,0304
8334;66,7;0,0312
8335;66,72;0,0328
8336;66,74;0,0308
8337;66,76;0,0308
8338;66,78;0,0308
8339;66,8;0,0304
8340;66,82;0,0296
8341;66,84;0,0308
8342;66,86;0,0312
8343;66,88;0,0304
8344;66,9;0,0304
8345;66,92;0,0308
8346;66,94;0,0304
8347;66,96;0,0308
8348;66,98;0,0304
8349;67;0,0308
8350;67,02;0,0308
8351;67,04;0,0308
8352;67,06;0,0304
8353;67,08;0,0308
8354;67,1;0,0308
8355;67,12;0,0304
8356;67,14;0,034
8357;67,16;0,0304
8358;67,18;0,0304
8359;67,2;0,0304
8360;67,22;0,0232
8361;67,24;0,0312
8362;67,26;0,0312
8363;67,28;0,0308
8364;67,3;0,0312
8365;67,32;0,0304
8366;67,34;0,0308
8367;67,36;0,0308
8368;67,38;0,0312
8369;67,4;0,0308
8370;67,42;0,032
8371;67,44;0,0312
8372;67,46;0,0308
8373;67,48;0,0308
8374;67,5;0,0308
8375;67,52;0,0312
8376;67,54;0,0308
8377;67,56;0,0308
8378;67,58;0,0296
8379;67,6;0,034
8380;67,62;0,0308
8381;67,64;0,0308
8382;67,66;0,0308
8383;67,68;0,0308
8384;67,7;0,0308
8385;67,72;0,0304
8386;67,74;0,0304
8387;67,76;0,0296
8388;67,78;0,0308
8389;67,8;0,0308
8390;67,82;0,0324
8391;67,84;0,028
8392;67,86;0,0312
8393;67,88;0,0308
8394;67,9;0,0308
8395;67,92;0,0312
8396;67,94;0,0308
8397;67,96;0,0304
8398;67,98;0,0296
8399;68;0,0304
8400;68,02;0,0304
8401;68,04;0,0296
8402;68,06;0,0296
8403;68,08;0,0304
8404;68,1;0,032
8405;68,12;0,0312
8406;68,14;0,0308
8407;68,16;0,0304
8408;68,18;0,0296
8409;68,2;0,0308
8410;68,22;0,0308
8411;68,24;0,0304
8412;68,26;0,0304
8413;68,28;0,0304
8414;68,3;0,0304
8415;68,32;0,0308
8416;68,34;0,0296
8417;68,36;0,0304
8418;68,38;0,0304
8419;68,4;0,0304
8420;68,42;0,0304
8421;68,44;0,0304
8422;68,46;0,0304
8423;68,48;0,0308
8424;68,5;0,0296
8425;68,52;0,0296
8426;68,54;0,0296
8427;68,56;0,0304
8428;68,58;0,0304
8429;68,6;0,0312
8430;68,62;0,0304
8431;68,64;0,0304
8432;68,66;0,0288
8433;68,68;0,0288
8434;68,7;0,028
8435;68,72;0,0292
8436;68,74;0,0292
8437;68,76;0,0312
8438;68,78;0,0324
8439;68,8;0,0304
8440;68,82;0,0308
8441;68,84;0,0308
8442;68,86;0,0304
8443;68,88;0,0308
8444;68,9;0,0304
8445;68,92;0,0308
8446;68,94;0,0296
8447;68,96;0,0304
8448;68,98;0,0296
8449;69;0,0296
8450;69,02;0,0292
8451;69,04;0,0304
8452;69,06;0,0304
8453;69,08;0,0292
8454;69,1;0,0296
8455;69,12;0,0304
8456;69,14;0,0304
8457;69,16;0,0344
8458;69,18;0,0292
8459;69,2;0,0296
8460;69,22;0,0292
8461;69,24;0,0304
8462;69,26;0,0304
8463;69,28;0,0296
8464;69,3;0,0288
8465;69,32;0,0296
8466;69,34;0,0292
8467;69,36;0,0288
8468;69,38;0,0308
8469;69,4;0,0324
8470;69,42;0,0292
8471;69,44;0,0296
8472;69,46;0,0296
8473;69,48;0,0292
8474;69,5;0,0292
8475;69,52;0,0296
8476;69,54;0,0296
8477;69,56;0,0304
8478;69,58;0,0304
8479;69,6;0,0304
8480;69,62;0,0292
8481;69,64;0,0296
8482;69,66;0,0296
8483;69,68;0,0296
8484;69,7;0,0304
8485;69,72;0,0304
8486;69,74;0,034
8487;69,76;0,0296
8488;69,78;0,0304
8489;69,8;0,0292
8490;69,82;0,0308
8491;69,84;0,0308
8492;69,86;0,0296
8493;69,88;0,0304
8494;69,9;0,0296
8495;69,92;0,0292
8496;69,94;0,0296
8497;69,96;0,0296
8498;69,98;0,0304
8499;70;0,0304
8500;70,02;0,0296
8501;70,04;0,0296
8502;70,06;0,0288
8503;70,08;0,0304
8504;70,1;0,0304
8505;70,12;0,0296
8506;70,14;0,032
8507;70,16;0,0296
8508;70,18;0,0304
8509;70,2;0,0304
8510;70,22;0,0304
8511;70,24;0,0304
8512;70,26;0,0296
8513;70,28;0,0296
8514;70,3;0,028
8515;70,32;0,0308
8516;70,34;0,0308
8517;70,36;0,028
8518;70,38;0,0292
8519;70,4;0,0296
8520;70,42;0,0304
8521;70,44;0,0308
8522;70,46;0,0296
8523;70,48;0,0304
8524;70,5;0,0296
8525;70,52;0,0296
8526;70,54;0,0296
8527;70,56;0,0292
8528;70,58;0,0296
8529;70,6;0,0296
8530;70,62;0,0304
8531;70,64;0,0308
8532;70,66;0,0304
8533;70,68;0,0296
8534;70,7;0,0304
8535;70,72;0,0308
8536;70,74;0,0296
8537;70,76;0,0312
8538;70,78;0,0304
8539;70,8;0,028
8540;70,82;0,0356
8541;70,84;0,0276
8542;70,86;0,0264
8543;70,88;0,0292
8544;70,9;0,0292
8545;70,92;0,028
8546;70,94;0,0296
8547;70,96;0,0304
8548;70,98;0,0308
8549;71;0,0296
8550;71,02;0,0304
8551;71,04;0,0308
8552;71,06;0,0304
8553;71,08;0,0308
8554;71,1;0,0304
8555;71,12;0,0308
8556;71,14;0,0304
8557;71,16;0,0308
8558;71,18;0,0304
8559;71,2;0,0296
8560;71,22;0,0308
8561;71,24;0,0296
8562;71,26;0,0304
8563;71,28;0,0288
8564;71,3;0,0304
8565;71,32;0,0304
8566;71,34;0,0304
8567;71,36;0,0304
8568;71,38;0,0308
8569;71,4;0,0304
8570;71,42;0,0304
8571;71,44;0,0288
8572;71,46;0,0308
8573;71,48;0,0308
8574;71,5;0,0304
8575;71,52;0,0296
8576;71,54;0,0308
8577;71,56;0,0304
8578;71,58;0,0304
8579;71,6;0,0304
8580;71,62;0,0296
8581;71,64;0,0292
8582;71,66;0,0312
8583;71,68;0,0296
8584;71,7;0,0264
8585;71,72;0,0304
8586;71,74;0,0304
8587;71,76;0,0296
8588;71,78;0,0296
8589;71,8;0,0304
8590;71,82;0,0304
8591;71,84;0,0304
8592;71,86;0,0272
8593;71,88;0,0304
8594;71,9;0,0296
8595;71,92;0,0308
8596;71,94;0,0308
8597;71,96;0,0308
8598;71,98;0,0304
8599;72;0,0304
8600;72,02;0,0304
8601;72,04;0,032
8602;72,06;0,0304
8603;72,08;0,0292
8604;72,1;0,0296
8605;72,12;0,0308
8606;72,14;0,0304
8607;72,16;0,0296
8608;72,18;0,0296
8609;72,2;0,0304
8610;72,22;0,0308
8611;72,24;0,0304
8612;72,26;0,0304
8613;72,28;0,0304
8614;72,3;0,032
8615;72,32;0,0304
8616;72,34;0,0308
8617;72,36;0,0304
8618;72,38;0,0308
8619;72,4;0,0304
8620;72,42;0,0296
8621;72,44;0,0304
8622;72,46;0,0308
8623;72,48;0,0308
8624;72,5;0,0304
8625;72,52;0,0304
8626;72,54;0,0304
8627;72,56;0,0308
8628;72,58;0,0304
8629;72,6;0,0304
8630;72,62;0,0304
8631;72,64;0,0296
8632;72,66;0,0304
8633;72,68;0,0304
8634;72,7;0,0296
8635;72,72;0,0308
8636;72,74;0,028
8637;72,76;0,0308
8638;72,78;0,0304
8639;72,8;0,028
8640;72,82;0,0296
8641;72,84;0,0296
8642;72,86;0,0296
8643;72,88;0,0304
8644;72,9;0,0264
8645;72,92;0,0304
8646;72,94;0,0308
8647;72,96;0,0304
8648;72,98;0,0304
8649;73;0,0304
8650;73,02;0,0304
8651;73,04;0,0308
8652;73,06;0,0272
8653;73,08;0,0308
8654;73,1;0,0296
8655;73,12;0,0304
8656;73,14;0,0304
8657;73,16;0,0296
8658;73,18;0,0304
8659;73,2;0,0304
8660;73,22;0,0296
8661;73,24;0,0296
