Номер отсчёта;Время, с;Напряжение 1_19.06_lmax, В
3469;-30,6;0,0208
3470;-30,58;0,0224
3471;-30,56;0,0204
3472;-30,54;0,0212
3473;-30,52;0,0212
3474;-30,5;0,0232
3475;-30,48;0,0208
3476;-30,46;0,0212
3477;-30,44;0,0208
3478;-30,42;0,0216
3479;-30,4;0,0212
3480;-30,38;0,0212
3481;-30,36;0,0212
3482;-30,34;0,0208
3483;-30,32;0,0212
3484;-30,3;0,0212
3485;-30,28;0,0208
3486;-30,26;0,0212
3487;-30,24;0,0204
3488;-30,22;0,0208
3489;-30,2;0,0208
3490;-30,18;0,0212
3491;-30,16;0,0204
3492;-30,14;0,0212
3493;-30,12;0,0216
3494;-30,1;0,0208
3495;-30,08;0,0212
3496;-30,06;0,0208
3497;-30,04;0,0204
3498;-30,02;0,0216
3499;-30;0,0208
3500;-29,98;0,0216
3501;-29,96;0,0216
3502;-29,94;0,0208
3503;-29,92;0,0208
3504;-29,9;0,0208
3505;-29,88;0,0232
3506;-29,86;0,0208
3507;-29,84;0,0216
3508;-29,82;0,0224
3509;-29,8;0,0248
3510;-29,78;0,024
3511;-29,76;0,0228
3512;-29,74;0,0232
3513;-29,72;0,0232
3514;-29,7;0,024
3515;-29,68;0,024
3516;-29,66;0,026
3517;-29,64;0,0244
3518;-29,62;0,026
3519;-29,6;0,028
3520;-29,58;0,0292
3521;-29,56;0,0296
3522;-29,54;0,0296
3523;-29,52;0,0312
3524;-29,5;0,0324
3525;-29,48;0,0336
3526;-29,46;0,0308
3527;-29,44;0,034
3528;-29,42;0,0352
3529;-29,4;0,0368
3530;-29,38;0,0368
3531;-29,36;0,0384
3532;-29,34;0,0388
3533;-29,32;0,0408
3534;-29,3;0,0416
3535;-29,28;0,0436
3536;-29,26;0,0448
3537;-29,24;0,0456
3538;-29,22;0,048
3539;-29,2;0,0488
3540;-29,18;0,0504
3541;-29,16;0,0512
3542;-29,14;0,0532
3543;-29,12;0,0532
3544;-29,1;0,0532
3545;-29,08;0,0548
3546;-29,06;0,0548
3547;-29,04;0,0564
3548;-29,02;0,054
3549;-29;0,0564
3550;-28,98;0,0568
3551;-28,96;0,0568
3552;-28,94;0,0568
3553;-28,92;0,0572
3554;-28,9;0,0572
3555;-28,88;0,0584
3556;-28,86;0,0584
3557;-28,84;0,06
3558;-28,82;0,06
3559;-28,8;0,0568
3560;-28,78;0,0556
3561;-28,76;0,0564
3562;-28,74;0,0548
3563;-28,72;0,0548
3564;-28,7;0,0536
3565;-28,68;0,0532
3566;-28,66;0,052
3567;-28,64;0,052
3568;-28,62;0,0516
3569;-28,6;0,05
3570;-28,58;0,05
3571;-28,56;0,0464
3572;-28,54;0,0472
3573;-28,52;0,0464
3574;-28,5;0,0468
3575;-28,48;0,048
3576;-28,46;0,048
3577;-28,44;0,0504
3578;-28,42;0,05
3579;-28,4;0,0504
3580;-28,38;0,0496
3581;-28,36;0,048
3582;-28,34;0,05
3583;-28,32;0,05
3584;-28,3;0,0516
3585;-28,28;0,05
3586;-28,26;0,0488
3587;-28,24;0,0488
3588;-28,22;0,048
3589;-28,2;0,048
3590;-28,18;0,048
3591;-28,16;0,0484
3592;-28,14;0,048
3593;-28,12;0,0464
3594;-28,1;0,0472
3595;-28,08;0,0484
3596;-28,06;0,0468
3597;-28,04;0,0464
3598;-28,02;0,0436
3599;-28;0,0452
3600;-27,98;0,0452
3601;-27,96;0,0452
3602;-27,94;0,0464
3603;-27,92;0,044
3604;-27,9;0,0436
3605;-27,88;0,0404
3606;-27,86;0,042
3607;-27,84;0,0424
3608;-27,82;0,042
3609;-27,8;0,0424
3610;-27,78;0,0424
3611;-27,76;0,042
3612;-27,74;0,0416
3613;-27,72;0,044
3614;-27,7;0,0424
3615;-27,68;0,0424
3616;-27,66;0,0432
3617;-27,64;0,042
3618;-27,62;0,0384
3619;-27,6;0,0404
3620;-27,58;0,0416
3621;-27,56;0,04
3622;-27,54;0,0392
3623;-27,52;0,0392
3624;-27,5;0,0384
3625;-27,48;0,0372
3626;-27,46;0,0376
3627;-27,44;0,0372
3628;-27,42;0,0356
3629;-27,4;0,0368
3630;-27,38;0,0368
3631;-27,36;0,036
3632;-27,34;0,0404
3633;-27,32;0,0372
3634;-27,3;0,0336
3635;-27,28;0,0376
3636;-27,26;0,0356
3637;-27,24;0,0372
3638;-27,22;0,0356
3639;-27,2;0,0356
3640;-27,18;0,034
3641;-27,16;0,036
3642;-27,14;0,0352
3643;-27,12;0,0372
3644;-27,1;0,0356
3645;-27,08;0,0344
3646;-27,06;0,0352
3647;-27,04;0,0328
3648;-27,02;0,0344
3649;-27;0,0328
3650;-26,98;0,0344
3651;-26,96;0,034
3652;-26,94;0,034
3653;-26,92;0,034
3654;-26,9;0,0356
3655;-26,88;0,034
3656;-26,86;0,0336
3657;-26,84;0,0336
3658;-26,82;0,0336
3659;-26,8;0,0336
3660;-26,78;0,0336
3661;-26,76;0,0328
3662;-26,74;0,0324
3663;-26,72;0,0324
3664;-26,7;0,0324
3665;-26,68;0,0324
3666;-26,66;0,0328
3667;-26,64;0,0328
3668;-26,62;0,0336
3669;-26,6;0,0324
3670;-26,58;0,0324
3671;-26,56;0,0324
3672;-26,54;0,0328
3673;-26,52;0,034
3674;-26,5;0,0324
3675;-26,48;0,032
3676;-26,46;0,032
3677;-26,44;0,032
3678;-26,42;0,032
3679;-26,4;0,032
3680;-26,38;0,032
3681;-26,36;0,032
3682;-26,34;0,0324
3683;-26,32;0,0312
3684;-26,3;0,032
3685;-26,28;0,0312
3686;-26,26;0,0312
3687;-26,24;0,0312
3688;-26,22;0,032
3689;-26,2;0,0308
3690;-26,18;0,032
3691;-26,16;0,032
3692;-26,14;0,0312
3693;-26,12;0,0312
3694;-26,1;0,0324
3695;-26,08;0,0312
3696;-26,06;0,0304
3697;-26,04;0,0312
3698;-26,02;0,032
3699;-26;0,0312
3700;-25,98;0,0312
3701;-25,96;0,032
3702;-25,94;0,0312
3703;-25,92;0,0324
3704;-25,9;0,032
3705;-25,88;0,032
3706;-25,86;0,0324
3707;-25,84;0,032
3708;-25,82;0,032
3709;-25,8;0,0312
3710;-25,78;0,0324
3711;-25,76;0,0312
3712;-25,74;0,0312
3713;-25,72;0,0312
3714;-25,7;0,0312
3715;-25,68;0,0308
3716;-25,66;0,0308
3717;-25,64;0,032
3718;-25,62;0,032
3719;-25,6;0,0308
3720;-25,58;0,032
3721;-25,56;0,0304
3722;-25,54;0,0308
3723;-25,52;0,0308
3724;-25,5;0,0312
3725;-25,48;0,0308
3726;-25,46;0,0312
3727;-25,44;0,0312
3728;-25,42;0,032
3729;-25,4;0,0312
3730;-25,38;0,0312
3731;-25,36;0,0312
3732;-25,34;0,0308
3733;-25,32;0,0292
3734;-25,3;0,0308
3735;-25,28;0,0308
3736;-25,26;0,0308
3737;-25,24;0,0312
3738;-25,22;0,0312
3739;-25,2;0,0324
3740;-25,18;0,0308
3741;-25,16;0,0312
3742;-25,14;0,0308
3743;-25,12;0,0312
3744;-25,1;0,0308
3745;-25,08;0,0304
3746;-25,06;0,0308
3747;-25,04;0,0308
3748;-25,02;0,0308
3749;-25;0,0296
3750;-24,98;0,0304
3751;-24,96;0,0296
3752;-24,94;0,0312
3753;-24,92;0,0308
3754;-24,9;0,0312
3755;-24,88;0,0304
3756;-24,86;0,0296
3757;-24,84;0,0296
3758;-24,82;0,0296
3759;-24,8;0,0292
3760;-24,78;0,0296
3761;-24,76;0,0296
3762;-24,74;0,0304
3763;-24,72;0,0304
3764;-24,7;0,0304
3765;-24,68;0,0292
3766;-24,66;0,0296
3767;-24,64;0,0296
3768;-24,62;0,0304
3769;-24,6;0,0296
3770;-24,58;0,0308
3771;-24,56;0,0292
3772;-24,54;0,0304
3773;-24,52;0,0292
3774;-24,5;0,0296
3775;-24,48;0,0296
3776;-24,46;0,0296
3777;-24,44;0,0292
3778;-24,42;0,0296
3779;-24,4;0,0296
3780;-24,38;0,0296
3781;-24,36;0,0296
3782;-24,34;0,0304
3783;-24,32;0,0304
3784;-24,3;0,0296
3785;-24,28;0,0296
3786;-24,26;0,0296
3787;-24,24;0,0308
3788;-24,22;0,0304
3789;-24,2;0,0296
3790;-24,18;0,0312
3791;-24,16;0,0308
3792;-24,14;0,0308
3793;-24,12;0,0296
3794;-24,1;0,0296
3795;-24,08;0,0308
3796;-24,06;0,0304
3797;-24,04;0,0292
3798;-24,02;0,0292
3799;-24;0,0292
3800;-23,98;0,0288
3801;-23,96;0,0288
3802;-23,94;0,0292
3803;-23,92;0,028
3804;-23,9;0,0288
3805;-23,88;0,0288
3806;-23,86;0,0292
3807;-23,84;0,028
3808;-23,82;0,0292
3809;-23,8;0,028
3810;-23,78;0,0292
3811;-23,76;0,0288
3812;-23,74;0,0288
3813;-23,72;0,0276
3814;-23,7;0,0276
3815;-23,68;0,0276
3816;-23,66;0,0276
3817;-23,64;0,028
3818;-23,62;0,028
3819;-23,6;0,0288
3820;-23,58;0,0288
3821;-23,56;0,0288
3822;-23,54;0,0288
3823;-23,52;0,0292
3824;-23,5;0,028
3825;-23,48;0,0288
3826;-23,46;0,028
3827;-23,44;0,028
3828;-23,42;0,0288
3829;-23,4;0,028
3830;-23,38;0,0288
3831;-23,36;0,0288
3832;-23,34;0,0288
3833;-23,32;0,028
3834;-23,3;0,0288
3835;-23,28;0,028
3836;-23,26;0,0288
3837;-23,24;0,0288
3838;-23,22;0,0276
3839;-23,2;0,028
3840;-23,18;0,0288
3841;-23,16;0,028
3842;-23,14;0,0276
3843;-23,12;0,0272
3844;-23,1;0,0276
3845;-23,08;0,0272
3846;-23,06;0,0272
3847;-23,04;0,0276
3848;-23,02;0,0276
3849;-23;0,0276
3850;-22,98;0,0276
3851;-22,96;0,0276
3852;-22,94;0,0276
3853;-22,92;0,0272
3854;-22,9;0,028
3855;-22,88;0,028
3856;-22,86;0,0288
3857;-22,84;0,0288
3858;-22,82;0,028
3859;-22,8;0,0272
3860;-22,78;0,0276
3861;-22,76;0,0288
3862;-22,74;0,0276
3863;-22,72;0,0276
3864;-22,7;0,028
3865;-22,68;0,028
3866;-22,66;0,028
3867;-22,64;0,028
3868;-22,62;0,0288
3869;-22,6;0,0276
3870;-22,58;0,028
3871;-22,56;0,0276
3872;-22,54;0,028
3873;-22,52;0,0272
3874;-22,5;0,0276
3875;-22,48;0,0276
3876;-22,46;0,028
3877;-22,44;0,0276
3878;-22,42;0,028
3879;-22,4;0,0272
3880;-22,38;0,0288
3881;-22,36;0,0276
3882;-22,34;0,0276
3883;-22,32;0,028
3884;-22,3;0,0276
3885;-22,28;0,028
3886;-22,26;0,0276
3887;-22,24;0,0276
3888;-22,22;0,028
3889;-22,2;0,028
3890;-22,18;0,028
3891;-22,16;0,0276
3892;-22,14;0,0264
3893;-22,12;0,0272
3894;-22,1;0,0276
3895;-22,08;0,0272
3896;-22,06;0,0276
3897;-22,04;0,0276
3898;-22,02;0,0276
3899;-22;0,0264
3900;-21,98;0,0264
3901;-21,96;0,0276
3902;-21,94;0,0272
3903;-21,92;0,0276
3904;-21,9;0,028
3905;-21,88;0,0276
3906;-21,86;0,0272
3907;-21,84;0,0276
3908;-21,82;0,0276
3909;-21,8;0,0272
3910;-21,78;0,0276
3911;-21,76;0,0276
3912;-21,74;0,028
3913;-21,72;0,028
3914;-21,7;0,0276
3915;-21,68;0,0276
3916;-21,66;0,0276
3917;-21,64;0,0272
3918;-21,62;0,0272
3919;-21,6;0,0272
3920;-21,58;0,0276
3921;-21,56;0,0272
3922;-21,54;0,028
3923;-21,52;0,028
3924;-21,5;0,0276
3925;-21,48;0,0276
3926;-21,46;0,028
3927;-21,44;0,0264
3928;-21,42;0,0276
3929;-21,4;0,0272
3930;-21,38;0,0264
3931;-21,36;0,026
3932;-21,34;0,0272
3933;-21,32;0,0264
3934;-21,3;0,0272
3935;-21,28;0,0264
3936;-21,26;0,0264
3937;-21,24;0,0272
3938;-21,22;0,026
3939;-21,2;0,0264
3940;-21,18;0,0264
3941;-21,16;0,0264
3942;-21,14;0,026
3943;-21,12;0,0264
3944;-21,1;0,0272
3945;-21,08;0,0272
3946;-21,06;0,0272
3947;-21,04;0,0272
3948;-21,02;0,0272
3949;-21;0,0276
3950;-20,98;0,0276
3951;-20,96;0,0272
3952;-20,94;0,0272
3953;-20,92;0,0272
3954;-20,9;0,0272
3955;-20,88;0,0272
3956;-20,86;0,0276
3957;-20,84;0,0264
3958;-20,82;0,0272
3959;-20,8;0,0276
3960;-20,78;0,0264
3961;-20,76;0,0272
3962;-20,74;0,0272
3963;-20,72;0,0264
3964;-20,7;0,0272
3965;-20,68;0,0264
3966;-20,66;0,0272
3967;-20,64;0,0264
3968;-20,62;0,0264
3969;-20,6;0,0264
3970;-20,58;0,0272
3971;-20,56;0,026
3972;-20,54;0,0264
3973;-20,52;0,026
3974;-20,5;0,0264
3975;-20,48;0,0264
3976;-20,46;0,0272
3977;-20,44;0,0264
3978;-20,42;0,0264
3979;-20,4;0,0264
3980;-20,38;0,0264
3981;-20,36;0,026
3982;-20,34;0,026
3983;-20,32;0,026
3984;-20,3;0,0256
3985;-20,28;0,0272
3986;-20,26;0,0276
3987;-20,24;0,0272
3988;-20,22;0,0264
3989;-20,2;0,0264
3990;-20,18;0,0264
3991;-20,16;0,0264
3992;-20,14;0,0272
3993;-20,12;0,0272
3994;-20,1;0,0272
3995;-20,08;0,0264
3996;-20,06;0,026
3997;-20,04;0,0256
3998;-20,02;0,0272
3999;-20;0,0264
4000;-19,98;0,0264
4001;-19,96;0,0264
4002;-19,94;0,0264
4003;-19,92;0,026
4004;-19,9;0,0264
4005;-19,88;0,0264
4006;-19,86;0,0276
4007;-19,84;0,026
4008;-19,82;0,0272
4009;-19,8;0,0272
4010;-19,78;0,0264
4011;-19,76;0,0264
4012;-19,74;0,0272
4013;-19,72;0,0264
4014;-19,7;0,0272
4015;-19,68;0,026
4016;-19,66;0,0272
4017;-19,64;0,0264
4018;-19,62;0,0272
4019;-19,6;0,0264
4020;-19,58;0,0264
4021;-19,56;0,0264
4022;-19,54;0,026
4023;-19,52;0,026
4024;-19,5;0,0264
4025;-19,48;0,0264
4026;-19,46;0,0272
4027;-19,44;0,0264
4028;-19,42;0,0264
4029;-19,4;0,0264
4030;-19,38;0,028
4031;-19,36;0,0272
4032;-19,34;0,0264
4033;-19,32;0,0256
4034;-19,3;0,0264
4035;-19,28;0,026
4036;-19,26;0,026
4037;-19,24;0,0256
4038;-19,22;0,0264
4039;-19,2;0,026
4040;-19,18;0,026
4041;-19,16;0,0256
4042;-19,14;0,0264
4043;-19,12;0,026
4044;-19,1;0,026
4045;-19,08;0,026
4046;-19,06;0,026
4047;-19,04;0,0264
4048;-19,02;0,0272
4049;-19;0,0272
4050;-18,98;0,0272
4051;-18,96;0,0264
4052;-18,94;0,0272
4053;-18,92;0,0264
4054;-18,9;0,0264
4055;-18,88;0,0272
4056;-18,86;0,0272
4057;-18,84;0,0264
4058;-18,82;0,0264
4059;-18,8;0,0272
4060;-18,78;0,0272
4061;-18,76;0,0272
4062;-18,74;0,0264
4063;-18,72;0,0264
4064;-18,7;0,0272
4065;-18,68;0,0272
4066;-18,66;0,0276
4067;-18,64;0,0276
4068;-18,62;0,0272
4069;-18,6;0,0272
4070;-18,58;0,0276
4071;-18,56;0,0264
4072;-18,54;0,0264
4073;-18,52;0,0264
4074;-18,5;0,0272
4075;-18,48;0,0264
4076;-18,46;0,0264
4077;-18,44;0,0264
4078;-18,42;0,0276
4079;-18,4;0,0272
4080;-18,38;0,0264
4081;-18,36;0,0272
4082;-18,34;0,0276
4083;-18,32;0,0248
4084;-18,3;0,0272
4085;-18,28;0,0264
4086;-18,26;0,0264
4087;-18,24;0,0264
4088;-18,22;0,026
4089;-18,2;0,0264
4090;-18,18;0,0264
4091;-18,16;0,026
4092;-18,14;0,0264
4093;-18,12;0,0264
4094;-18,1;0,0264
4095;-18,08;0,0264
4096;-18,06;0,0272
4097;-18,04;0,026
4098;-18,02;0,0264
4099;-18;0,0264
4100;-17,98;0,0264
4101;-17,96;0,0264
4102;-17,94;0,0272
4103;-17,92;0,0264
4104;-17,9;0,0264
4105;-17,88;0,0248
4106;-17,86;0,0256
4107;-17,84;0,0264
4108;-17,82;0,0272
4109;-17,8;0,0264
4110;-17,78;0,0264
4111;-17,76;0,026
4112;-17,74;0,026
4113;-17,72;0,026
4114;-17,7;0,0264
4115;-17,68;0,0264
4116;-17,66;0,026
4117;-17,64;0,026
4118;-17,62;0,0264
4119;-17,6;0,0256
4120;-17,58;0,0256
4121;-17,56;0,026
4122;-17,54;0,0256
4123;-17,52;0,026
4124;-17,5;0,0264
4125;-17,48;0,0256
4126;-17,46;0,0256
4127;-17,44;0,026
4128;-17,42;0,0264
4129;-17,4;0,026
4130;-17,38;0,026
4131;-17,36;0,026
4132;-17,34;0,026
4133;-17,32;0,026
4134;-17,3;0,0256
4135;-17,28;0,0256
4136;-17,26;0,0264
4137;-17,24;0,0256
4138;-17,22;0,026
4139;-17,2;0,0256
4140;-17,18;0,0272
4141;-17,16;0,026
4142;-17,14;0,026
4143;-17,12;0,026
4144;-17,1;0,026
4145;-17,08;0,0256
4146;-17,06;0,026
4147;-17,04;0,026
4148;-17,02;0,026
4149;-17;0,0256
4150;-16,98;0,026
4151;-16,96;0,0256
4152;-16,94;0,026
4153;-16,92;0,0256
4154;-16,9;0,0264
4155;-16,88;0,0256
4156;-16,86;0,0264
4157;-16,84;0,0256
4158;-16,82;0,0264
4159;-16,8;0,026
4160;-16,78;0,026
4161;-16,76;0,0256
4162;-16,74;0,0264
4163;-16,72;0,026
4164;-16,7;0,026
4165;-16,68;0,0256
4166;-16,66;0,026
4167;-16,64;0,026
4168;-16,62;0,026
4169;-16,6;0,0256
4170;-16,58;0,0264
4171;-16,56;0,026
4172;-16,54;0,026
4173;-16,52;0,026
4174;-16,5;0,0272
4175;-16,48;0,026
4176;-16,46;0,026
4177;-16,44;0,026
4178;-16,42;0,0272
4179;-16,4;0,0264
4180;-16,38;0,026
4181;-16,36;0,026
4182;-16,34;0,0256
4183;-16,32;0,0248
4184;-16,3;0,026
4185;-16,28;0,0256
4186;-16,26;0,0256
4187;-16,24;0,026
4188;-16,22;0,0264
4189;-16,2;0,0264
4190;-16,18;0,0264
4191;-16,16;0,0256
4192;-16,14;0,026
4193;-16,12;0,026
4194;-16,1;0,026
4195;-16,08;0,0248
4196;-16,06;0,0256
4197;-16,04;0,0256
4198;-16,02;0,026
4199;-16;0,0244
4200;-15,98;0,0248
4201;-15,96;0,0248
4202;-15,94;0,026
4203;-15,92;0,0256
4204;-15,9;0,0264
4205;-15,88;0,0248
4206;-15,86;0,026
4207;-15,84;0,0248
4208;-15,82;0,026
4209;-15,8;0,0256
4210;-15,78;0,0264
4211;-15,76;0,0256
4212;-15,74;0,0256
4213;-15,72;0,0256
4214;-15,7;0,0256
4215;-15,68;0,0256
4216;-15,66;0,026
4217;-15,64;0,0248
4218;-15,62;0,0256
4219;-15,6;0,0256
4220;-15,58;0,0256
4221;-15,56;0,0248
4222;-15,54;0,0256
4223;-15,52;0,0244
4224;-15,5;0,026
4225;-15,48;0,0256
4226;-15,46;0,0256
4227;-15,44;0,0244
4228;-15,42;0,0248
4229;-15,4;0,0248
4230;-15,38;0,0256
4231;-15,36;0,0244
4232;-15,34;0,0248
4233;-15,32;0,026
4234;-15,3;0,0256
4235;-15,28;0,0256
4236;-15,26;0,0256
4237;-15,24;0,0256
4238;-15,22;0,0256
4239;-15,2;0,026
4240;-15,18;0,026
4241;-15,16;0,0256
4242;-15,14;0,026
4243;-15,12;0,0248
4244;-15,1;0,0256
4245;-15,08;0,0248
4246;-15,06;0,0256
4247;-15,04;0,0248
4248;-15,02;0,0256
4249;-15;0,0256
4250;-14,98;0,0256
4251;-14,96;0,0248
4252;-14,94;0,026
4253;-14,92;0,0248
4254;-14,9;0,026
4255;-14,88;0,026
4256;-14,86;0,0256
4257;-14,84;0,0256
4258;-14,82;0,026
4259;-14,8;0,0248
4260;-14,78;0,026
4261;-14,76;0,0256
4262;-14,74;0,0256
4263;-14,72;0,0248
4264;-14,7;0,0256
4265;-14,68;0,0256
4266;-14,66;0,0256
4267;-14,64;0,0244
4268;-14,62;0,026
4269;-14,6;0,0248
4270;-14,58;0,026
4271;-14,56;0,0248
4272;-14,54;0,0256
4273;-14,52;0,0248
4274;-14,5;0,0256
4275;-14,48;0,0244
4276;-14,46;0,0248
4277;-14,44;0,0248
4278;-14,42;0,0248
4279;-14,4;0,0256
4280;-14,38;0,0256
4281;-14,36;0,0248
4282;-14,34;0,0248
4283;-14,32;0,0248
4284;-14,3;0,0256
4285;-14,28;0,0256
4286;-14,26;0,0256
4287;-14,24;0,0248
4288;-14,22;0,0256
4289;-14,2;0,0248
4290;-14,18;0,0256
4291;-14,16;0,0244
4292;-14,14;0,0256
4293;-14,12;0,026
4294;-14,1;0,0256
4295;-14,08;0,0244
4296;-14,06;0,0256
4297;-14,04;0,0248
4298;-14,02;0,0248
4299;-14;0,0248
4300;-13,98;0,026
4301;-13,96;0,0248
4302;-13,94;0,0256
4303;-13,92;0,0248
4304;-13,9;0,0244
4305;-13,88;0,0248
4306;-13,86;0,0256
4307;-13,84;0,0256
4308;-13,82;0,026
4309;-13,8;0,0256
4310;-13,78;0,026
4311;-13,76;0,0256
4312;-13,74;0,0248
4313;-13,72;0,0248
4314;-13,7;0,0256
4315;-13,68;0,0248
4316;-13,66;0,0248
4317;-13,64;0,0244
4318;-13,62;0,0248
4319;-13,6;0,0244
4320;-13,58;0,0256
4321;-13,56;0,0248
4322;-13,54;0,0244
4323;-13,52;0,0248
4324;-13,5;0,0244
4325;-13,48;0,0244
4326;-13,46;0,0248
4327;-13,44;0,0244
4328;-13,42;0,0248
4329;-13,4;0,0244
4330;-13,38;0,0256
4331;-13,36;0,0248
4332;-13,34;0,0256
4333;-13,32;0,0244
4334;-13,3;0,0248
4335;-13,28;0,0248
4336;-13,26;0,0256
4337;-13,24;0,0256
4338;-13,22;0,0248
4339;-13,2;0,0256
4340;-13,18;0,026
4341;-13,16;0,0248
4342;-13,14;0,026
4343;-13,12;0,0248
4344;-13,1;0,0256
4345;-13,08;0,0248
4346;-13,06;0,0256
4347;-13,04;0,0248
4348;-13,02;0,0256
4349;-13;0,0248
4350;-12,98;0,026
4351;-12,96;0,0248
4352;-12,94;0,0256
4353;-12,92;0,0248
4354;-12,9;0,0256
4355;-12,88;0,0244
4356;-12,86;0,0248
4357;-12,84;0,0248
4358;-12,82;0,0248
4359;-12,8;0,0248
4360;-12,78;0,0248
4361;-12,76;0,0248
4362;-12,74;0,0256
4363;-12,72;0,0256
4364;-12,7;0,0248
4365;-12,68;0,0244
4366;-12,66;0,0248
4367;-12,64;0,0244
4368;-12,62;0,0248
4369;-12,6;0,0248
4370;-12,58;0,0256
4371;-12,56;0,0256
4372;-12,54;0,0248
4373;-12,52;0,0232
4374;-12,5;0,024
4375;-12,48;0,024
4376;-12,46;0,0244
4377;-12,44;0,0232
4378;-12,42;0,0244
4379;-12,4;0,0232
4380;-12,38;0,0248
4381;-12,36;0,024
4382;-12,34;0,0244
4383;-12,32;0,0244
4384;-12,3;0,0248
4385;-12,28;0,0248
4386;-12,26;0,026
4387;-12,24;0,0276
4388;-12,22;0,026
4389;-12,2;0,0256
4390;-12,18;0,0256
4391;-12,16;0,0248
4392;-12,14;0,0244
4393;-12,12;0,0248
4394;-12,1;0,0244
4395;-12,08;0,0244
4396;-12,06;0,0244
4397;-12,04;0,0248
4398;-12,02;0,0248
4399;-12;0,0248
4400;-11,98;0,0248
4401;-11,96;0,0248
4402;-11,94;0,0244
4403;-11,92;0,0256
4404;-11,9;0,0248
4405;-11,88;0,0248
4406;-11,86;0,0244
4407;-11,84;0,0256
4408;-11,82;0,0256
4409;-11,8;0,0248
4410;-11,78;0,0248
4411;-11,76;0,0248
4412;-11,74;0,0248
4413;-11,72;0,0256
4414;-11,7;0,0248
4415;-11,68;0,0248
4416;-11,66;0,0248
4417;-11,64;0,0244
4418;-11,62;0,0248
4419;-11,6;0,024
4420;-11,58;0,0228
4421;-11,56;0,0212
4422;-11,54;0,0204
4423;-11,52;0,0216
4424;-11,5;0,0232
4425;-11,48;0,0244
4426;-11,46;0,024
4427;-11,44;0,0244
4428;-11,42;0,024
4429;-11,4;0,0244
4430;-11,38;0,0244
4431;-11,36;0,024
4432;-11,34;0,024
4433;-11,32;0,0248
4434;-11,3;0,0248
4435;-11,28;0,0256
4436;-11,26;0,026
4437;-11,24;0,0244
4438;-11,22;0,0244
4439;-11,2;0,024
4440;-11,18;0,0248
4441;-11,16;0,0244
4442;-11,14;0,0256
4443;-11,12;0,0248
4444;-11,1;0,0256
4445;-11,08;0,0248
4446;-11,06;0,0244
4447;-11,04;0,0244
4448;-11,02;0,0248
4449;-11;0,0248
4450;-10,98;0,0248
4451;-10,96;0,024
4452;-10,94;0,0248
4453;-10,92;0,0244
4454;-10,9;0,0248
4455;-10,88;0,0248
4456;-10,86;0,0248
4457;-10,84;0,0244
4458;-10,82;0,0256
4459;-10,8;0,0256
4460;-10,78;0,0244
4461;-10,76;0,0244
4462;-10,74;0,0248
4463;-10,72;0,0256
4464;-10,7;0,0256
4465;-10,68;0,0256
4466;-10,66;0,026
4467;-10,64;0,026
4468;-10,62;0,0272
4469;-10,6;0,0256
4470;-10,58;0,0264
4471;-10,56;0,026
4472;-10,54;0,0276
4473;-10,52;0,0272
4474;-10,5;0,026
4475;-10,48;0,0264
4476;-10,46;0,026
4477;-10,44;0,0248
4478;-10,42;0,0248
4479;-10,4;0,026
4480;-10,38;0,0256
4481;-10,36;0,0256
4482;-10,34;0,026
4483;-10,32;0,026
4484;-10,3;0,0256
4485;-10,28;0,026
4486;-10,26;0,0264
4487;-10,24;0,026
4488;-10,22;0,0256
4489;-10,2;0,026
4490;-10,18;0,0264
4491;-10,16;0,0264
4492;-10,14;0,0264
4493;-10,12;0,026
4494;-10,1;0,026
4495;-10,08;0,026
4496;-10,06;0,0264
4497;-10,04;0,026
4498;-10,02;0,0248
4499;-10;0,0276
4500;-9,98;0,0276
4501;-9,96;0,0296
4502;-9,94;0,0276
4503;-9,92;0,0264
4504;-9,9;0,0264
4505;-9,88;0,026
4506;-9,86;0,026
4507;-9,84;0,026
4508;-9,82;0,0264
4509;-9,8;0,0264
4510;-9,78;0,0264
4511;-9,76;0,0256
4512;-9,74;0,026
4513;-9,72;0,0264
4514;-9,7;0,026
4515;-9,68;0,0256
4516;-9,66;0,0248
4517;-9,64;0,0248
4518;-9,62;0,026
4519;-9,6;0,0248
4520;-9,58;0,0264
4521;-9,56;0,0256
4522;-9,54;0,026
4523;-9,52;0,0248
4524;-9,5;0,0264
4525;-9,48;0,0256
4526;-9,46;0,0256
4527;-9,44;0,0256
4528;-9,42;0,0256
4529;-9,4;0,0256
4530;-9,38;0,0256
4531;-9,36;0,0264
4532;-9,34;0,0264
4533;-9,32;0,0276
4534;-9,3;0,0264
4535;-9,28;0,026
4536;-9,26;0,0324
4537;-9,24;0,0308
4538;-9,22;0,0296
4539;-9,2;0,0272
4540;-9,18;0,026
4541;-9,16;0,026
4542;-9,14;0,026
4543;-9,12;0,0248
4544;-9,1;0,0256
4545;-9,08;0,0244
4546;-9,06;0,0256
4547;-9,04;0,024
4548;-9,02;0,0248
4549;-9;0,0248
4550;-8,98;0,026
4551;-8,96;0,0248
4552;-8,94;0,0256
4553;-8,92;0,0256
4554;-8,9;0,0256
4555;-8,88;0,0248
4556;-8,86;0,0248
4557;-8,84;0,0256
4558;-8,82;0,0244
4559;-8,8;0,0248
4560;-8,78;0,0256
4561;-8,76;0,024
4562;-8,74;0,0244
4563;-8,72;0,024
